age,exit,travel,dept,homeDist,edu,id,envrStf,gender,jobLvl,jobStf,marital,monthSal,pastComp,overtime,salInc,relStf,workYrs,wlBal,compYrs,lastPromYrs,currManYrs
48,No,Rarely,Research & Development,20,Master,945,Very High,Male,1,High,Married,2259,4,No,17,Low,13,Good,0,0,0
31,No,None,Sales,20,College,947,Very High,Female,2,High,Married,6932,1,No,13,Very High,9,Good,9,0,0
36,No,Rarely,Research & Development,7,Master,949,Medium,Male,1,Very High,Single,4678,2,No,18,High,8,Better,6,0,1
38,No,Rarely,Research & Development,1,Bachelor,950,Very High,Female,3,Low,Married,13582,1,No,13,Medium,15,Better,15,5,11
32,No,None,Research & Development,1,Bachelor,951,High,Female,1,Medium,Married,2332,6,No,20,High,5,Better,3,0,2
25,Yes,Rarely,Sales,19,College,952,High,Male,1,Medium,Married,2413,1,Yes,18,High,1,Better,1,0,0
40,No,Rarely,Sales,10,Master,954,Low,Male,3,Medium,Divorced,9705,2,No,12,Medium,11,Good,1,0,0
26,No,Frequently,Sales,1,Bachelor,956,High,Male,2,Low,Single,4294,1,No,12,Medium,7,Better,7,0,7
41,No,Rarely,Research & Development,6,Bachelor,957,Very High,Male,1,Low,Single,4721,2,Yes,13,High,20,Better,18,2,17
36,No,Rarely,Research & Development,2,Master,958,High,Male,1,High,Single,2519,4,No,21,High,16,Better,11,3,9
19,Yes,Rarely,Sales,21,Bachelor,959,Very High,Male,1,Medium,Single,2121,1,Yes,13,Medium,1,Best,1,0,0
20,Yes,Rarely,Research & Development,4,Bachelor,960,Low,Male,1,Low,Single,2973,1,No,19,Medium,1,Better,1,0,0
31,No,Rarely,Research & Development,12,Bachelor,961,Very High,Female,2,Very High,Married,5855,0,Yes,11,High,10,Bad,9,8,5
40,No,Frequently,Research & Development,9,Master,964,Very High,Male,1,Medium,Divorced,3617,8,Yes,14,Very High,3,Better,1,0,0
32,No,Rarely,Research & Development,3,Master,966,High,Female,2,Low,Married,6725,1,No,12,High,8,Best,8,6,3
36,Yes,Rarely,Sales,3,Below College,967,High,Male,3,Very High,Married,10325,1,Yes,11,Low,16,Better,16,3,7
33,No,Rarely,Research & Development,1,Bachelor,969,Medium,Female,2,Very High,Single,6949,0,No,14,Low,6,Better,5,1,4
37,Yes,Rarely,Sales,1,Master,970,Low,Male,3,High,Married,10609,5,No,11,High,17,Bad,14,11,7
45,No,None,Research & Development,4,College,972,High,Male,2,Medium,Married,4447,1,No,12,Medium,9,Good,9,0,8
29,No,Frequently,Sales,20,Bachelor,974,High,Female,1,Very High,Married,2157,1,No,15,Medium,3,Better,3,0,2
35,No,Rarely,Sales,18,Bachelor,975,High,Female,2,High,Married,4601,1,No,16,Medium,5,Better,5,1,0
52,No,Rarely,Research & Development,1,College,976,Very High,Male,4,Very High,Married,17099,2,No,15,Medium,26,Good,9,7,8
58,Yes,Rarely,Research & Development,2,Bachelor,977,Very High,Male,1,High,Single,2479,4,No,24,Low,7,Better,1,0,0
53,No,Rarely,Sales,2,College,981,High,Male,4,High,Divorced,14852,6,No,13,High,22,Best,17,15,2
30,No,Rarely,Sales,8,College,982,High,Male,3,High,Divorced,7264,5,No,11,Low,10,Best,8,7,7
38,No,None,Sales,10,Bachelor,983,High,Female,2,Very High,Single,5666,1,Yes,13,Medium,6,Better,5,1,3
35,No,Rarely,Sales,3,Master,984,Very High,Male,3,Very High,Divorced,7823,6,No,13,Medium,12,Better,10,0,8
39,No,Rarely,Sales,2,Doctor,985,Low,Male,3,High,Single,7880,0,No,18,Very High,9,Better,8,0,7
40,Yes,None,Sales,24,Bachelor,986,Medium,Female,4,Medium,Single,13194,4,Yes,16,Very High,22,Good,1,0,0
47,No,Frequently,Research & Development,16,Master,987,High,Male,2,High,Divorced,5067,1,Yes,19,High,20,Best,19,2,7
36,No,None,Sales,8,Master,990,Low,Male,2,Very High,Divorced,5079,4,No,13,Very High,12,Better,7,0,7
31,Yes,None,Research & Development,9,College,991,High,Male,1,Low,Single,2321,0,Yes,22,Low,4,Better,3,1,2
33,No,None,Sales,17,Bachelor,992,Very High,Male,4,High,Single,17444,1,No,11,Very High,10,Better,10,6,0
29,Yes,Rarely,Research & Development,10,Bachelor,994,Very High,Female,1,Low,Single,2404,6,Yes,20,High,3,Better,0,0,0
33,No,Rarely,Research & Development,13,Below College,995,Medium,Female,1,Very High,Single,3452,3,No,18,Low,5,Better,3,0,2
45,No,Rarely,Research & Development,1,Master,996,Very High,Female,1,Very High,Divorced,2270,3,No,14,Very High,8,Better,5,0,2
50,No,Rarely,Research & Development,1,College,997,Very High,Male,4,Very High,Divorced,17399,9,No,22,High,32,Good,5,1,3
33,No,Frequently,Research & Development,1,Master,998,High,Female,2,Medium,Married,5488,1,Yes,13,Low,6,Better,6,1,2
41,No,Frequently,Research & Development,9,Bachelor,999,Low,Male,5,High,Divorced,19419,2,No,17,Medium,21,Best,18,0,11
27,No,Rarely,Research & Development,16,Master,1001,High,Female,1,Medium,Married,2811,9,No,14,Medium,4,Better,2,2,2
45,No,None,Research & Development,23,College,1002,Very High,Male,2,Low,Married,3633,1,Yes,15,High,9,Better,9,0,8
47,No,Rarely,Sales,4,College,1003,Very High,Female,2,Very High,Single,4163,1,Yes,17,High,9,Better,9,0,7
30,Yes,Rarely,Research & Development,22,Bachelor,1004,Low,Female,1,High,Married,2132,4,Yes,11,Medium,7,Better,5,0,1
50,No,Rarely,Research & Development,24,Bachelor,1005,Very High,Male,4,High,Married,13973,3,Yes,18,Very High,22,Better,12,1,5
38,No,Frequently,Research & Development,10,Below College,1006,High,Male,1,High,Married,2684,0,No,17,Medium,3,Good,2,0,2
46,No,Rarely,Research & Development,7,College,1007,Very High,Male,3,High,Divorced,10845,6,No,13,Medium,13,Better,8,0,7
24,No,Rarely,Research & Development,17,Below College,1009,Very High,Female,2,High,Divorced,4377,1,No,15,Medium,5,Better,4,3,2
35,Yes,Rarely,Research & Development,14,Master,1010,High,Male,1,Medium,Divorced,3743,1,Yes,24,Very High,5,Bad,4,0,2
31,No,Frequently,Research & Development,1,Below College,1011,High,Female,2,Low,Married,4148,1,No,12,High,4,Better,4,0,3
18,No,None,Research & Development,5,College,1012,Medium,Male,1,Very High,Single,1051,1,No,15,Very High,0,Better,0,0,0
54,No,Rarely,Research & Development,17,Bachelor,1013,High,Female,3,High,Married,10739,8,No,11,High,22,Better,10,0,8
35,No,Rarely,Research & Development,25,Master,1014,High,Female,3,High,Divorced,10388,1,Yes,11,High,16,Good,16,10,1
30,No,Rarely,Research & Development,8,College,1015,Medium,Female,3,Low,Married,11416,0,Yes,12,High,9,Good,8,1,7
20,Yes,Rarely,Research & Development,11,Bachelor,1016,Very High,Female,1,Low,Single,2600,1,Yes,15,Low,1,Better,1,0,0
30,Yes,Frequently,Research & Development,5,Bachelor,1017,Medium,Female,1,Medium,Single,2422,0,No,17,Low,4,Better,3,1,2
26,No,Rarely,Research & Development,2,College,1018,Very High,Male,2,Very High,Married,5472,1,No,12,Medium,8,Better,8,1,3
22,No,Rarely,Research & Development,8,Below College,1019,Medium,Male,1,Low,Married,2451,1,No,15,Low,4,Good,4,1,1
48,No,Rarely,Research & Development,6,Bachelor,1022,Low,Male,2,High,Single,4240,2,No,13,Very High,19,Better,2,2,2
48,No,Rarely,Research & Development,4,Master,1024,High,Male,3,High,Single,10999,7,No,14,Medium,27,Better,15,4,8
41,No,Rarely,Research & Development,7,College,1025,Very High,Female,2,High,Single,5003,6,No,14,Medium,8,Better,2,2,1
39,No,Rarely,Research & Development,1,Below College,1026,Very High,Female,4,Very High,Married,12742,1,No,16,High,21,Better,21,11,8
27,No,Rarely,Research & Development,2,Master,1027,Low,Female,2,Very High,Married,4227,0,No,18,Medium,4,Better,3,2,2
35,No,Rarely,Research & Development,10,Bachelor,1028,Medium,Male,1,Very High,Divorced,3917,1,No,20,Low,3,Good,3,1,2
42,No,Rarely,Sales,5,College,1029,Very High,Male,5,High,Married,18303,6,No,13,Medium,21,Best,1,0,0
50,No,Rarely,Research & Development,9,Bachelor,1030,Low,Male,1,Very High,Married,2380,4,No,18,Medium,8,Better,1,0,0
59,No,Rarely,Research & Development,2,Bachelor,1032,High,Female,4,Very High,Single,13726,3,Yes,13,Low,30,Better,5,4,3
37,Yes,Rarely,Research & Development,11,College,1033,Low,Female,2,Medium,Married,4777,5,No,15,Low,15,Bad,1,0,0
55,No,Frequently,Research & Development,18,Master,1034,High,Male,2,Medium,Married,6385,3,Yes,14,Very High,17,Better,8,6,7
41,No,None,Research & Development,7,Below College,1035,Medium,Female,5,High,Divorced,19973,1,No,22,Medium,21,Better,21,5,10
38,No,Rarely,Sales,3,Master,1036,Medium,Male,2,Very High,Single,6861,8,Yes,12,High,19,Better,1,0,0
26,Yes,None,Sales,29,College,1037,Medium,Male,2,Low,Single,4969,8,No,18,Very High,7,Better,2,2,2
52,Yes,Rarely,Sales,2,Below College,1038,Low,Female,5,Very High,Married,19845,1,No,15,Very High,33,Better,32,6,9
44,No,Rarely,Sales,28,Bachelor,1039,Very High,Female,4,Very High,Married,13320,3,Yes,18,High,23,Better,12,11,11
50,No,None,Sales,1,Bachelor,1040,Very High,Female,2,High,Married,6347,0,No,12,Low,19,Better,18,0,13
36,Yes,Rarely,Research & Development,16,Master,1042,High,Female,1,Low,Single,2743,1,No,16,High,18,Better,17,15,14
39,No,Frequently,Research & Development,22,Bachelor,1043,Very High,Female,3,Low,Single,10880,1,Yes,13,High,21,Better,21,2,8
33,No,None,Sales,8,Below College,1044,Medium,Female,1,Very High,Single,2342,0,No,19,Very High,3,Good,2,2,2
45,No,Rarely,Sales,11,College,1045,Very High,Female,4,Very High,Married,17650,3,No,13,Medium,26,Best,9,1,1
32,No,None,Research & Development,29,Master,1046,Very High,Female,1,High,Single,4025,9,No,12,Medium,10,Better,8,7,7
34,No,Rarely,Sales,1,Master,1047,Medium,Male,2,Very High,Divorced,9725,0,No,11,Very High,16,Good,15,0,9
59,No,Rarely,Sales,1,College,1048,Medium,Male,3,Very High,Married,11904,3,Yes,14,High,14,Bad,6,0,4
45,No,Rarely,Human Resources,24,Master,1049,Medium,Male,1,Medium,Single,2177,1,No,16,Low,6,Better,6,0,4
53,No,Frequently,Sales,2,Bachelor,1050,High,Female,3,Medium,Married,7525,2,No,12,Low,30,Better,15,6,12
36,Yes,Rarely,Research & Development,15,Bachelor,1052,Low,Male,2,High,Divorced,4834,7,No,14,Medium,9,Good,1,0,0
26,Yes,Frequently,Research & Development,2,Bachelor,1053,Low,Male,1,Low,Married,2042,6,Yes,14,Medium,6,Better,3,1,2
34,No,Rarely,Sales,10,Master,1055,High,Female,1,High,Married,2220,1,Yes,19,Very High,1,Better,1,0,0
28,No,Rarely,Sales,10,Below College,1056,Very High,Male,1,Medium,Married,1052,1,No,22,Medium,1,Better,1,0,0
38,No,Frequently,Research & Development,3,Master,1060,High,Male,1,High,Married,2821,3,No,16,Low,8,Better,2,2,2
50,No,Rarely,Research & Development,2,Master,1061,Medium,Male,5,High,Married,19237,2,Yes,11,Very High,29,Good,8,7,7
37,No,Rarely,Research & Development,3,Bachelor,1062,Very High,Female,2,Medium,Single,4107,3,No,15,Low,8,Good,4,0,1
40,No,Rarely,Sales,26,Bachelor,1066,High,Male,2,Low,Married,8396,1,No,14,Medium,8,Good,7,7,5
26,No,Frequently,Research & Development,1,Below College,1068,Low,Female,1,High,Divorced,2007,1,No,13,High,5,Better,5,1,3
46,No,Rarely,Research & Development,1,Master,1069,Very High,Male,5,Very High,Divorced,19627,9,No,17,Very High,23,Better,2,2,2
54,No,Rarely,Sales,2,Master,1070,High,Female,3,High,Married,10686,6,No,11,Medium,13,Better,9,7,0
56,No,Frequently,Research & Development,9,Bachelor,1071,Low,Female,1,High,Married,2942,2,No,19,Medium,18,Better,5,0,3
36,No,Rarely,Research & Development,12,Doctor,1073,Very High,Female,3,Very High,Single,8858,0,No,11,Medium,15,Good,14,7,8
55,No,None,Research & Development,2,Below College,1074,High,Male,4,Low,Single,16756,7,No,15,Medium,31,Best,9,6,2
43,No,Rarely,Sales,25,Bachelor,1076,High,Male,3,Very High,Divorced,10798,5,No,13,High,18,Better,1,0,0
20,Yes,Frequently,Sales,9,Bachelor,1077,Very High,Female,1,Very High,Single,2323,1,Yes,14,Medium,2,Better,2,0,2
21,Yes,Rarely,Research & Development,10,Bachelor,1079,High,Female,1,Low,Single,1416,1,No,13,Low,1,Good,1,1,0
46,No,Rarely,Research & Development,8,Master,1080,Very High,Female,2,Low,Divorced,4615,8,Yes,23,Low,19,Better,16,1,7
51,Yes,Rarely,Research & Development,4,Master,1081,Low,Male,1,High,Married,2461,9,Yes,12,High,18,Best,10,2,7
28,Yes,None,Research & Development,24,College,1082,Medium,Male,3,Low,Single,8722,1,No,12,Low,10,Good,10,1,9
26,No,Rarely,Research & Development,1,College,1083,Low,Male,1,Low,Married,3955,1,No,16,Low,6,Better,5,1,3
30,No,Rarely,Research & Development,20,Bachelor,1084,High,Male,2,Low,Married,9957,0,No,15,High,7,Good,6,0,2
41,No,Rarely,Research & Development,7,College,1085,Medium,Female,1,High,Married,3376,1,No,13,High,10,Better,10,0,8
38,No,Rarely,Research & Development,17,Below College,1088,High,Female,3,High,Married,8823,0,No,18,Low,20,Good,19,1,9
40,No,Rarely,Research & Development,20,Master,1092,Low,Male,3,Very High,Married,10322,4,No,20,Very High,14,Better,11,11,1
27,No,None,Research & Development,8,Doctor,1094,Low,Male,1,High,Married,4621,1,No,19,Very High,3,Better,3,1,2
55,No,Frequently,Research & Development,2,Below College,1096,Very High,Male,3,Medium,Married,10976,3,No,18,Medium,23,Better,3,1,2
28,No,Rarely,Research & Development,10,Bachelor,1097,High,Female,2,High,Single,3660,3,No,13,Very High,10,Best,8,1,7
44,Yes,Rarely,Human Resources,1,College,1098,Medium,Male,3,Low,Married,10482,9,No,14,Very High,24,Better,20,3,6
33,No,Rarely,Research & Development,5,Bachelor,1099,Very High,Male,3,Very High,Divorced,7119,4,No,15,High,9,Better,3,1,2
35,Yes,Rarely,Sales,4,Bachelor,1100,Very High,Male,3,Low,Single,9582,0,Yes,22,Low,9,Better,8,4,7
33,Yes,Frequently,Research & Development,29,Master,1101,Low,Female,2,High,Single,4508,1,No,22,Medium,14,Better,13,3,8
28,No,Rarely,Research & Development,15,College,1102,Low,Male,1,High,Divorced,2207,1,No,16,Very High,4,Good,4,2,2
34,No,Frequently,Research & Development,3,Below College,1103,Low,Male,2,Very High,Single,7756,0,No,17,High,7,Good,6,0,4
37,No,Rarely,Sales,10,Master,1105,Very High,Female,2,Very High,Divorced,6694,2,Yes,14,High,8,Better,1,0,0
25,Yes,Rarely,Research & Development,4,Below College,1106,Very High,Male,1,Very High,Married,3691,1,Yes,15,Medium,7,Best,7,5,6
26,Yes,Rarely,Research & Development,21,Bachelor,1107,Low,Male,1,High,Divorced,2377,1,No,20,High,1,Good,1,0,0
33,Yes,Rarely,Research & Development,25,Bachelor,1108,Low,Male,1,Medium,Single,2313,4,Yes,20,Medium,5,Better,2,2,2
42,No,Rarely,Research & Development,2,College,1109,Very High,Male,4,Low,Married,17665,0,No,17,Very High,23,Better,22,13,7
28,Yes,Frequently,Research & Development,1,Bachelor,1111,Low,Male,1,Medium,Divorced,2596,1,No,15,Low,1,Better,1,0,0
50,Yes,Frequently,Sales,1,Master,1113,Very High,Male,2,High,Single,4728,3,Yes,14,Very High,5,Better,0,0,0
33,No,Frequently,Sales,7,Bachelor,1114,Very High,Female,2,Medium,Married,4302,0,No,17,High,4,Better,3,0,2
34,No,None,Research & Development,3,Master,1115,High,Male,1,Very High,Married,2979,3,No,17,Very High,6,Better,0,0,0
48,No,None,Research & Development,1,Master,1116,Low,Male,4,Very High,Single,16885,2,No,22,High,27,Good,5,2,1
45,No,None,Sales,9,Master,1117,Medium,Female,2,High,Married,5593,1,No,13,Very High,15,Better,15,4,12
52,No,Rarely,Research & Development,7,Master,1118,Medium,Male,3,Medium,Single,10445,7,No,19,Very High,18,Better,8,4,0
38,No,Rarely,Sales,10,Master,1119,High,Male,3,High,Divorced,8740,0,Yes,14,Medium,9,Better,8,2,7
29,No,Rarely,Research & Development,28,Master,1120,High,Female,1,Very High,Divorced,2514,4,No,22,Low,11,Better,7,1,7
28,No,Rarely,Research & Development,3,Bachelor,1121,Very High,Female,3,Medium,Divorced,7655,0,No,17,Medium,10,Good,9,1,7
46,No,Rarely,Sales,3,Below College,1124,Low,Male,4,High,Married,17465,3,No,12,Very High,23,Better,12,4,9
38,No,Rarely,Sales,2,College,1125,Very High,Male,3,Medium,Single,7351,7,No,16,High,10,Better,1,0,0
43,No,Frequently,Research & Development,27,Bachelor,1126,High,Female,3,Low,Married,10820,8,No,11,High,18,Better,8,0,1
39,Yes,Frequently,Research & Development,2,Bachelor,1127,Low,Male,4,Very High,Divorced,12169,7,No,11,Very High,21,Better,18,11,5
40,No,Rarely,Research & Development,14,Bachelor,1128,High,Male,5,High,Single,19626,1,No,14,Low,21,Best,20,4,9
21,No,Rarely,Research & Development,1,Below College,1131,Very High,Female,1,Medium,Single,2070,1,Yes,11,High,2,Best,2,2,2
39,No,None,Research & Development,9,Bachelor,1132,High,Male,2,Medium,Single,6782,9,No,15,High,9,Good,5,0,3
36,No,None,Research & Development,18,Master,1133,Low,Male,2,Very High,Single,7779,2,No,20,Low,18,Better,11,0,9
31,No,Frequently,Sales,20,Bachelor,1135,High,Male,1,Very High,Married,2791,0,No,12,Low,3,Better,2,2,2
28,No,Rarely,Research & Development,2,Below College,1136,Low,Male,1,Medium,Married,3201,0,No,17,Low,6,Bad,5,0,4
35,No,Frequently,Sales,11,College,1137,Very High,Male,2,Very High,Divorced,4968,1,No,11,Very High,5,Better,5,0,2
49,No,Rarely,Sales,8,Master,1138,Very High,Male,4,Medium,Married,13120,6,No,17,Medium,22,Better,9,2,3
34,No,Frequently,Research & Development,2,College,1140,Very High,Male,2,High,Single,4033,2,No,11,Very High,5,Good,3,0,2
29,No,Frequently,Research & Development,10,Bachelor,1143,Very High,Female,1,Medium,Divorced,3291,0,No,14,Very High,8,Good,7,1,1
42,No,Rarely,Research & Development,29,Bachelor,1148,Medium,Male,2,Very High,Single,4272,4,No,19,Low,16,Better,1,0,0
29,No,Rarely,Research & Development,8,Below College,1150,Medium,Male,2,Very High,Married,5056,1,Yes,15,High,10,Good,10,1,2
38,No,Rarely,Human Resources,1,Bachelor,1152,High,Male,1,High,Married,2844,1,No,13,Very High,7,Best,7,5,0
28,No,Frequently,Research & Development,6,Bachelor,1154,High,Male,1,High,Divorced,2703,1,Yes,14,Very High,3,Better,3,0,2
18,Yes,None,Research & Development,8,Below College,1156,High,Male,1,High,Single,1904,1,No,12,Very High,0,Better,0,0,0
33,Yes,Rarely,Sales,9,Master,1157,Low,Female,2,Low,Single,8224,0,Yes,17,Low,6,Better,5,0,3
41,No,Rarely,Research & Development,12,Master,1158,Medium,Male,1,Very High,Married,4766,3,Yes,11,Low,6,Better,1,0,0
31,Yes,Frequently,Research & Development,15,Bachelor,1160,High,Male,1,High,Married,2610,1,No,12,High,2,Good,2,2,2
37,No,Rarely,Research & Development,25,College,1161,High,Female,2,Very High,Divorced,5731,7,No,13,High,9,Better,6,1,3
27,No,Rarely,Research & Development,6,Bachelor,1162,Very High,Male,1,High,Married,2539,1,No,13,High,4,Better,4,2,2
34,No,Rarely,Sales,9,Below College,1163,Medium,Female,2,High,Married,5714,1,No,20,Low,6,Good,6,1,3
35,No,Rarely,Human Resources,8,Master,1164,High,Male,1,High,Single,4323,1,No,17,Medium,6,Bad,5,1,4
29,Yes,Rarely,Sales,23,Below College,1165,Very High,Female,3,Low,Married,7336,1,No,13,Low,11,Bad,11,3,10
40,No,Frequently,Research & Development,9,Master,1166,Medium,Female,3,High,Single,13499,9,No,17,High,20,Good,18,2,13
42,Yes,Frequently,Sales,12,Bachelor,1167,High,Male,4,Low,Single,13758,0,Yes,12,Medium,22,Good,21,13,14
42,No,Rarely,Sales,4,Master,1171,Medium,Male,2,Low,Single,5155,7,No,13,Very High,9,Best,6,1,5
35,No,Rarely,Research & Development,1,Master,1172,Very High,Male,1,High,Married,2258,6,No,12,Medium,10,Better,8,1,7
24,No,Rarely,Research & Development,24,Bachelor,1173,Very High,Male,1,Medium,Single,3597,8,No,22,Very High,6,Better,4,1,2
28,Yes,Rarely,Research & Development,12,Below College,1175,High,Female,1,Very High,Married,2515,1,Yes,11,Very High,1,Good,1,0,0
26,No,Rarely,Research & Development,3,Master,1177,Low,Male,1,Very High,Married,4420,1,No,22,Medium,8,Better,8,0,7
30,No,Rarely,Sales,10,Bachelor,1179,High,Male,2,High,Married,6578,1,No,18,Low,10,Better,10,1,4
40,No,Frequently,Research & Development,26,College,1180,High,Female,2,Very High,Married,4422,3,Yes,13,Very High,16,Bad,1,0,0
35,No,Rarely,Research & Development,2,Bachelor,1182,High,Male,3,Medium,Divorced,10274,2,No,18,Medium,15,Best,7,6,4
34,No,Frequently,Research & Development,1,Bachelor,1184,Very High,Male,2,Low,Single,5343,0,No,20,High,14,Better,13,4,9
35,No,Frequently,Research & Development,4,Master,1185,Very High,Male,1,Very High,Married,2376,1,No,13,Medium,2,Best,2,2,2
43,Yes,Rarely,Sales,9,Bachelor,1188,Low,Female,2,High,Single,5346,8,No,13,Medium,7,Good,4,1,3
32,No,None,Sales,2,Below College,1190,High,Female,1,Low,Divorced,2827,1,No,12,High,1,Better,1,0,0
56,No,Rarely,Research & Development,4,Master,1191,Very High,Female,5,Low,Divorced,19943,4,No,13,Very High,28,Better,5,4,2
29,No,Rarely,Research & Development,6,Below College,1192,Medium,Female,1,Very High,Married,3131,1,No,13,Low,10,Better,10,0,8
19,No,Rarely,Research & Development,9,College,1193,High,Male,1,Low,Single,2552,1,No,25,High,1,Better,1,0,0
45,No,Rarely,Research & Development,7,Bachelor,1195,Low,Female,1,High,Married,4477,4,Yes,19,High,7,Good,3,0,2
37,No,Rarely,Research & Development,1,Bachelor,1196,Very High,Female,2,Very High,Married,6474,1,No,13,Medium,14,Good,14,3,11
20,No,Rarely,Research & Development,3,Bachelor,1198,Low,Male,1,High,Single,3033,1,No,12,Low,2,Good,2,1,2
44,Yes,Rarely,Research & Development,10,Master,1200,High,Male,1,High,Single,2936,1,Yes,11,High,6,Better,6,0,2
53,No,Rarely,Research & Development,7,College,1201,Very High,Female,5,High,Divorced,18606,3,No,18,Medium,26,Better,7,4,7
29,No,Rarely,Research & Development,15,Below College,1202,Medium,Female,1,Very High,Married,2168,0,Yes,18,Low,6,Good,5,1,3
22,Yes,Frequently,Research & Development,3,Master,1203,High,Male,1,Very High,Married,2853,0,Yes,11,Medium,1,Better,0,0,0
46,No,Rarely,Sales,2,Bachelor,1204,High,Female,4,Low,Married,17048,8,No,23,Low,28,Better,26,15,9
44,No,None,Research & Development,17,Bachelor,1206,Very High,Male,1,High,Single,2290,2,No,13,Very High,6,Better,0,0,0
33,No,Rarely,Human Resources,2,Bachelor,1207,Medium,Male,1,High,Married,3600,1,No,13,Very High,5,Better,5,1,4
41,Yes,None,Research & Development,5,College,1210,Low,Male,1,Low,Divorced,2107,6,No,17,Low,5,Bad,1,0,0
30,No,Rarely,Sales,29,Master,1211,High,Male,2,Low,Divorced,4115,8,No,19,High,8,Better,4,0,3
40,No,Frequently,Sales,2,Master,1212,Medium,Male,2,Medium,Married,4327,5,No,12,Very High,5,Better,0,0,0
50,No,Frequently,Research & Development,2,Bachelor,1215,Very High,Female,4,Low,Married,17856,2,No,22,High,32,Better,2,2,2
28,No,Rarely,Research & Development,19,Master,1216,Very High,Male,1,Low,Married,3196,1,No,12,High,6,Better,6,3,3
46,No,Rarely,Research & Development,15,College,1217,Very High,Male,5,Medium,Married,19081,5,No,11,Low,25,Better,4,0,3
35,No,Rarely,Sales,17,Master,1218,High,Male,2,Low,Married,8966,3,Yes,15,Very High,15,Better,7,1,7
24,Yes,Rarely,Research & Development,17,College,1219,Very High,Female,1,Medium,Married,2210,1,No,13,Low,1,Bad,1,0,0
33,No,Frequently,Sales,25,Bachelor,1220,Medium,Female,2,High,Married,4539,1,No,12,Low,10,Good,10,0,1
36,No,Rarely,Research & Development,6,Master,1221,High,Male,1,High,Divorced,2741,1,No,14,High,7,Better,7,1,7
30,No,Rarely,Research & Development,7,Master,1224,High,Male,2,High,Divorced,3491,1,No,13,Low,10,Good,10,8,9
44,No,Rarely,Research & Development,29,Master,1225,Very High,Male,2,Very High,Single,4541,1,No,25,Medium,20,Better,20,13,17
20,No,Rarely,Sales,21,Bachelor,1226,High,Male,1,Very High,Single,2678,1,No,17,Very High,2,Better,2,2,2
46,No,Rarely,Research & Development,2,Master,1228,Very High,Male,2,Very High,Divorced,7379,2,No,11,High,12,Good,6,1,4
42,No,None,Human Resources,2,Doctor,1231,Very High,Male,2,Low,Married,6272,7,No,16,Low,10,Best,4,0,3
60,No,Rarely,Sales,7,Master,1233,Medium,Male,2,Very High,Divorced,5220,0,Yes,18,Medium,12,Better,11,1,9
32,No,Frequently,Research & Development,13,Bachelor,1234,High,Female,1,Medium,Married,2743,1,No,20,High,2,Better,2,2,2
32,No,Frequently,Research & Development,2,College,1235,Very High,Female,2,High,Single,4998,4,Yes,14,Very High,10,Better,8,0,7
36,No,Rarely,Research & Development,1,Bachelor,1237,High,Female,3,Low,Divorced,10252,2,Yes,21,High,17,Better,7,7,7
33,No,Rarely,Research & Development,9,Bachelor,1238,Low,Male,1,Very High,Married,2781,0,No,13,Medium,15,Better,14,4,10
40,No,Rarely,Sales,10,Bachelor,1239,Medium,Female,2,Medium,Divorced,6852,7,No,12,Medium,7,Best,5,1,3
25,No,Rarely,Sales,10,Master,1240,High,Male,2,Very High,Single,4950,0,No,14,Medium,5,Better,4,1,1
30,No,Rarely,Research & Development,1,Bachelor,1241,Very High,Male,1,Medium,Married,3579,0,Yes,21,Low,12,Better,11,5,7
42,No,Frequently,Research & Development,26,Doctor,1242,Low,Female,3,Low,Married,13191,3,Yes,17,High,20,Better,1,0,0
35,No,None,Sales,8,College,1243,High,Female,3,Very High,Married,10377,4,Yes,11,Medium,16,Good,13,4,12
27,No,Rarely,Research & Development,14,Bachelor,1244,Low,Male,1,Low,Married,2235,1,Yes,14,Very High,9,Good,9,6,8
54,No,Frequently,Research & Development,1,Master,1245,Very High,Female,3,High,Divorced,10502,7,No,17,Low,33,Bad,5,1,4
44,No,Rarely,Research & Development,2,Below College,1246,Low,Female,1,Very High,Married,2011,1,No,13,Very High,10,Better,10,7,7
19,Yes,None,Research & Development,10,Bachelor,1248,Low,Female,1,Medium,Single,1859,1,Yes,25,Medium,1,Best,1,0,0
29,No,Rarely,Research & Development,1,Bachelor,1249,Low,Female,1,Very High,Divorced,3760,1,No,15,Low,3,Better,3,1,2
54,No,Rarely,Research & Development,3,Bachelor,1250,Very High,Male,4,Very High,Married,17779,3,No,14,Low,36,Better,10,0,9
31,No,Rarely,Research & Development,11,College,1251,High,Male,2,Low,Married,6833,1,Yes,12,Very High,6,Good,6,0,1
31,No,Rarely,Research & Development,24,Bachelor,1252,High,Female,2,Low,Single,6812,1,No,19,Medium,10,Better,10,1,8
59,No,Rarely,Sales,3,Bachelor,1254,High,Female,2,Very High,Single,5171,5,No,17,Very High,13,Better,6,0,5
43,No,Rarely,Research & Development,3,Bachelor,1255,High,Male,5,Very High,Married,19740,3,No,14,Medium,25,Better,8,0,7
49,No,Rarely,Research & Development,4,College,1256,Low,Male,5,High,Married,18711,2,No,13,High,23,Best,1,0,0
36,No,Frequently,Research & Development,3,Bachelor,1257,High,Male,1,Medium,Married,3692,1,No,12,High,12,Good,11,0,7
48,No,Rarely,Research & Development,2,College,1258,Very High,Male,1,Medium,Single,2559,5,No,11,High,7,Good,1,0,0
